종목코드,현재가,등락률,20MA,거래량비율,RSI,60봉최다고가상승률
1301,5170,0.19,5161,201,50.0,5.31
1332,1384,0.25,1407,159,43.24,9.99
1333,1502,0.67,1494,172,48.59,3.54
1375,1074,-0.46,1076,172,51.02,2.14
1377,4315,-0.23,4302,89,55.73,3.64
1379,1967,0.72,1948,179,48.37,2.62
1407,1716,0.0,1723,78,55.2,13.16
1414,1416,0.35,1409,101,52.14,3.9
1417,3684,-0.46,3718,148,48.2,4.61
1419,4045,0.62,3961,105,63.33,4.4
1435,194,4.3,193,106,46.39,37.13
1514,1009,17.46,953,104,52.61,28.17
1518,1404,0.57,1412,220,47.4,4.35
1605,4900,4.54,4315,162,78.11,10.79
1662,2664,2.7,2520,91,63.36,17.34
1719,1922,-0.62,1959,161,44.39,3.69
1720,1469,-0.61,1509,157,39.77,12.13
1721,5124,-0.08,5335,152,39.83,6.29
1762,3635,0.55,3718,232,42.56,6.02
1786,379,-0.52,394,97,33.82,4.07
1801,16650,0.06,17652,121,38.62,7.94
1802,3900,-0.48,3954,127,46.31,9.95
1803,2900,-0.99,3128,138,34.74,10.68
1808,2992,-0.37,3092,89,34.42,3.46
1812,6078,0.03,6308,111,42.22,8.47
1813,3125,-0.48,3423,151,30.36,16.57
1815,4710,0.11,4637,245,53.04,7.1
1820,5972,-0.9,6180,111,40.38,5.08
1822,813,0.25,838,176,37.35,4.55
1833,6550,-0.3,6702,222,43.82,4.31
1835,5520,-0.72,5461,101,49.72,6.96
1852,1026,0.39,1043,114,43.91,4.94
1860,1493,-0.47,1537,169,39.78,5.13
1861,1586,-2.4,1709,140,35.13,4.28
1870,2142,0.42,2222,128,38.14,5.58
1871,2854,1.21,2981,200,42.18,6.56
1873,318,0.63,313,148,56.0,2.89
1878,3687,1.91,3609,144,53.12,4.92
1879,1998,0.15,2013,196,47.15,4.79
1882,1795,0.34,1822,116,43.58,4.02
1885,3285,-0.45,3462,88,40.33,15.09
1887,588,-0.84,623,114,34.64,15.98
1893,1760,-1.15,1856,108,39.64,10.98
1898,1580,0.77,1597,141,46.45,2.81
1911,1430,-0.03,1493,112,32.8,8.17
1925,5040,-0.3,5260,139,25.21,2.43
1928,3551,0.2,3583,175,48.09,2.36
1941,4675,-0.32,4728,119,48.16,4.39
1942,6216,-1.43,6307,141,46.04,7.88
1944,7269,-1.58,7653,122,38.93,8.21
1945,1815,0.67,1818,121,48.46,9.95
1946,2057,0.0,2099,103,44.9,4.84
1951,2743,-0.13,2769,120,46.89,6.97
1959,9710,-1.26,9770,113,47.58,8.15
1961,6970,0.0,6982,88,45.34,8.83
1963,2195,1.15,2198,103,49.27,9.86
1964,4445,0.79,4614,157,41.93,7.48
1968,3105,-1.27,2967,116,62.11,9.3
1969,4582,-0.99,4811,145,36.84,7.77
1975,3675,-0.68,3977,155,35.98,9.77
1976,1825,-0.6,1875,202,44.06,5.12
1979,3400,-1.02,3550,138,38.57,5.46
1980,2834,-1.87,3099,156,36.61,8.5
1982,2915,1.04,2995,152,42.57,17.86
2001,2768,0.4,2756,188,51.16,2.72
2002,2109,0.5,2088,157,49.92,3.44
2003,1877,1.62,1792,224,72.41,3.4
2004,3315,-0.15,3309,171,47.87,3.86
2053,1792,0.11,1830,135,41.16,7.5
2108,4330,1.05,4251,962,52.69,9.51
2109,3460,0.73,3428,185,53.93,2.79
2121,2605,0.23,2631,173,45.45,2.03
2124,863,1.41,869,135,43.09,3.36
2127,650,0.48,652,107,46.58,4.57
2146,203,1.5,201,91,42.11,5.32
2148,1879,-0.05,1891,111,48.17,3.66
2154,1793,0.96,1799,189,38.78,5.62
2157,1086,0.18,1084,113,48.34,4.88
2158,819,2.25,849,130,38.94,6.1
2168,1883,0.27,1943,157,35.12,5.33
2169,1820,-0.22,1829,44,34.69,1.79
2170,544,2.26,546,144,44.96,8.38
2175,1683,1.51,1688,143,41.81,19.48
2181,233,1.44,236,137,34.93,3.02
2193,145,-8.81,150,283,49.09,11.11
2201,2735,1.18,2720,179,45.01,3.26
2204,3400,-0.44,3318,101,60.0,4.54
2206,5950,-1.18,6063,136,47.67,11.85
2211,2499,0.32,2455,264,61.3,2.93
2212,3483,3.2,3328,184,60.17,7.43
2222,1965,-0.15,1930,204,55.83,6.15
2229,3101,0.39,3094,121,39.94,3.47
2264,4839,-1.02,4777,144,52.0,8.08
2266,1168,0.09,1158,167,55.19,2.96
2267,2670,1.12,2604,137,63.64,2.91
2269,3943,0.72,3935,131,57.5,3.34
2270,3325,-0.15,3302,181,51.16,4.63
2281,2738,0.48,2758,134,44.57,3.36
2282,7069,1.87,6864,181,58.23,3.33
2288,2327,0.34,2273,157,63.15,3.89
2292,3035,-0.33,3005,184,50.43,11.05
2296,6010,-0.33,6073,134,43.75,3.26
2301,1632,0.93,1726,111,23.0,4.23
2305,1985,1.02,1972,192,55.41,1.76
2317,419,0.48,421,105,42.86,5.29
2326,5230,2.35,5220,106,48.08,5.92
2327,3692,0.63,3779,143,28.83,9.26
2331,1247,0.4,1238,178,52.96,3.52
2335,1045,0.1,1049,187,44.09,3.48
2337,475,0.42,470,123,49.28,7.1
2353,275,0.36,271,115,50.72,4.09
2371,2004,0.02,1861,70,77.0,10.08
2374,7158889472,590667348.18,357945624,0,100.0,591154719.8
2379,2073,0.1,2028,108,63.76,2.14
2384,4345,1.52,4102,94,62.82,5.14
2395,1462,-1.02,1544,335,30.03,8.77
2413,1625,2.33,1633,133,46.33,7.32
2428,663,1.69,657,71,48.51,3.89
2432,2547,2.02,2580,102,44.76,7.14
2433,1042,1.26,1067,129,35.99,5.12
2440,152,1.33,147,197,57.5,7.02
2445,414,0.49,412,105,50.0,5.78
2461,448,-0.22,457,142,40.32,2.89
2462,1582,0.57,1569,133,50.0,3.48
2471,253,2.02,251,149,50.91,3.86
2485,525,0.0,526,60,44.44,3.46
2489,279,1.09,274,96,50.45,15.15
2491,430,0.94,433,106,45.36,4.65
2492,430,7.23,404,176,54.72,19.18
2501,1685,2.03,1664,122,53.15,7.17
2502,1575,1.38,1609,84,28.65,3.84
2503,2508,1.5,2573,164,42.02,5.23
2531,1619,1.06,1559,103,51.92,4.61
2533,444,0.91,440,207,52.11,6.07
2579,3655,0.58,3961,130,13.13,10.02
2587,4449,0.43,4605,137,30.97,4.11
2590,2670,0.07,2704,115,40.82,12.24
2593,2921,1.78,2888,168,48.75,3.52
2602,1950,0.0,1949,225,46.51,3.86
2607,3653,1.59,3500,134,59.25,6.94
2659,3070,0.66,3020,150,58.71,3.9
2670,2536,0.61,2537,141,48.58,2.79
2674,2026,1.15,2022,128,47.64,4.04
2678,1177,-0.76,1218,136,38.93,6.61
2681,1708,1.67,1716,161,42.6,3.5
2685,2972,1.57,2934,104,38.01,6.74
2695,3615,1.83,3579,170,44.98,4.97
2702,8360,3.72,7811,258,67.05,4.05
2705,6800,-3.0,7149,274,25.86,4.04
2730,2178,0.32,2163,441,52.68,3.23
2733,3005,0.3,2982,143,55.8,2.03
2734,1057,0.19,1095,162,34.27,6.09
2735,620,-1.59,633,294,44.81,4.07
2736,635,2.09,636,88,43.81,4.52
2737,12510,0.16,12648,106,49.21,9.21
2742,4345,0.7,4391,78,47.37,5.85
2749,708,0.43,731,202,35.97,4.23
2753,1438,-0.21,1441,229,44.51,2.59
2760,3185,-0.31,3255,181,42.15,8.57
2764,155,2.65,156,79,39.66,36.64
2767,1468,0.07,1479,172,44.69,4.55
2768,6452,1.35,6383,135,52.67,8.15
2780,4600,1.77,4759,113,36.83,20.65
2782,4005,-2.2,4130,198,49.12,6.58
2784,2509,1.39,2482,183,48.82,4.63
2791,4890,1.14,5029,154,33.03,8.66
2792,1463,0.0,1487,173,40.0,2.17
2801,1443,2.09,1378,93,54.77,5.92
2802,4530,0.35,4504,152,50.46,13.39
2809,4121,0.02,4310,128,33.21,7.77
2810,3060,0.1,3025,144,51.24,2.69
2811,2808,0.45,2801,166,52.11,3.03
2815,5760,1.59,5761,156,42.0,5.37
2871,1977,1.62,2011,131,38.32,5.5
2874,1648,1.73,1509,171,70.65,9.86
2875,11025,-0.05,11298,82,34.16,6.16
2897,2975,1.8,3009,186,41.14,7.42
2910,1419,0.28,1396,165,52.04,3.43
2914,5978,-0.08,5816,140,61.17,3.0
2915,2289,2.42,2237,245,49.24,8.62
2918,3045,-0.65,3127,90,38.93,6.53
2922,1982,0.71,1952,348,63.27,2.66
2929,703,2.93,636,96,66.57,8.72
2930,124,0.0,125,156,44.44,4.38
2931,379,2.71,373,137,53.15,3.91
3001,2928,-0.2,2947,242,44.27,4.79
3002,4215,0.48,4373,125,32.73,3.11
3003,1860,-0.08,1920,139,33.76,4.07
3023,1978,0.36,2061,87,40.79,22.15
3028,2076,0.19,2100,144,41.2,2.18
3031,650,2.04,646,124,52.17,6.17
3034,1847,1.48,1820,178,48.69,3.58
3036,2822,0.25,2909,170,42.72,8.42
3038,3455,0.2,3643,82,31.82,6.41
3046,5240,1.35,5283,91,44.0,4.72
3048,1744,0.84,1737,110,51.47,5.14
3050,1606,0.06,1620,152,46.41,6.51
3064,1775,-0.42,1892,120,33.04,5.98
3076,2805,-0.18,2854,165,45.22,4.11
3086,2473,1.92,2437,213,50.83,8.86
3087,2994,0.67,2925,133,62.57,6.22
3088,2488,2.11,2462,129,60.5,4.36
3092,1137,3.04,1137,164,43.74,6.35
3097,4815,0.52,4916,139,32.22,13.01
3099,2976,1.36,2934,159,46.34,7.67
3101,1391,0.07,1506,108,30.95,11.46
3103,1189,3.84,1484,62,33.07,27.99
3104,3646,0.55,3509,119,54.12,10.54
3105,1525,-0.42,1586,130,41.89,11.01
3106,8980,-1.43,8982,204,48.22,11.26
3107,3066,1.69,3004,154,53.82,5.22
3109,1107,0.45,1103,135,49.01,3.4
3110,21500,-1.42,22146,78,41.81,23.58
3116,2586,-1.07,2765,249,28.19,7.01
3132,2402,-0.52,2414,254,45.95,6.76
3134,484,1.47,496,204,41.74,9.38
3148,3280,0.77,3261,169,53.45,2.6
3151,1490,0.68,1449,158,61.83,6.5
3153,3035,-0.33,3139,143,41.03,11.42
3154,814,0.99,800,139,52.5,4.46
3156,2782,-0.25,2890,165,39.38,4.21
3167,1174,0.77,1175,131,50.38,4.9
3176,1637,0.37,1684,134,38.81,25.2
3179,1196,0.0,1250,313,38.02,7.71
3182,1406,1.44,1372,174,51.26,5.07
3183,1446,-0.28,1449,190,50.85,5.61
3186,3290,2.97,3234,102,54.88,15.97
3191,2129,1.04,2109,162,54.71,2.1
3193,3480,3.11,3492,97,39.03,5.11
3196,2023,0.65,1968,183,73.68,2.78
3197,3502,2.07,3434,134,45.79,5.46
3201,1831,-1.03,1890,130,41.73,5.45
3202,140,2.94,137,227,51.85,7.38
3204,495,0.81,500,148,43.08,12.53
3205,848,-0.59,885,219,49.09,11.55
3222,883,0.57,865,121,63.16,5.84
3231,1037,-0.57,1076,172,35.42,3.13
3232,572,0.7,572,279,45.63,7.89
3245,1059,0.47,1077,112,38.24,3.55
3252,3275,-0.3,3272,89,52.17,5.79
3276,1328,-0.3,1336,275,46.67,5.15
3277,1412,0.71,1444,128,40.23,8.46
3284,1268,0.4,1276,285,43.81,3.08
3288,10300,-0.48,10412,54,43.2,15.72
3289,1362,-1.45,1412,171,39.42,4.81
3291,2434,-0.37,2509,163,40.03,2.93
3294,2033,0.49,2099,139,34.62,4.05
3299,2267,-1.13,2411,109,27.06,7.42
3302,2999,0.44,3022,168,49.23,6.23
3315,128,16.36,119,1322,59.7,19.09
3321,2009,-0.4,2100,81,38.9,12.91
3333,1335,0.15,1290,73,66.88,2.71
3349,6667,1.51,6699,137,56.25,6.82
3360,2420,0.0,2489,129,36.59,7.21
3382,2126,1.24,2070,148,59.12,5.0
3387,758,0.26,730,198,70.97,2.87
3391,2528,2.24,2380,123,72.16,5.57
3393,2754,1.85,2846,102,34.92,10.85
3395,3080,0.0,3101,177,42.7,3.08
3397,4363,0.21,4282,321,64.95,3.1
3401,1609,0.31,1604,96,45.91,6.59
3402,1115,-0.36,1164,111,37.73,5.36
3405,1631,0.74,1697,115,36.89,4.51
3407,1569,0.61,1651,159,37.55,9.5
3415,433,4.34,410,81,44.32,14.29
3431,1807,0.56,1809,171,45.54,3.03
3433,2600,-2.37,2770,177,33.98,6.95
3436,1850,-0.05,1689,87,56.95,9.98
3443,1588,0.11,1619,91,46.13,5.46
3445,3875,1.17,4057,222,42.68,7.59
3446,1989,2.37,2112,57,35.5,24.33
3447,1022,1.39,1040,115,44.79,11.1
3452,1434,0.07,1511,101,31.65,5.5
3454,1161,-1.69,1188,266,41.9,3.71
3457,1105,0.82,1088,145,50.5,3.84
3465,3390,1.8,3466,203,40.74,9.43
3467,2772,-2.81,2784,130,51.7,6.12
3475,1627,0.12,1508,97,59.24,7.91
3480,4755,2.26,3649,65,83.74,21.18
3482,2968,0.61,3335,118,24.9,10.87
3484,1205,-1.95,1294,202,20.87,3.48
3486,2115,0.09,2236,121,37.74,6.68
3489,866,1.76,889,85,34.26,9.32
3491,1438,2.35,1516,96,33.39,9.42
3496,4495,1.12,4551,113,36.61,7.52
3498,6450,1.1,6804,109,32.14,8.0
3524,1562,0.26,1584,39,39.31,2.22
3529,972,-0.21,1037,24,32.87,6.37
3538,1054,-0.28,1062,222,41.25,2.85
3539,1550,0.13,1597,154,36.81,5.92
3543,3010,0.5,2938,155,76.17,1.6
3544,846,0.36,844,105,53.03,3.01
3546,1459,-0.27,1461,59,41.67,21.2
3547,1938,0.94,1908,153,51.64,5.01
3548,752,0.0,747,196,54.21,3.16
3549,3825,2.35,3750,172,57.72,19.12
3553,992,-0.8,1048,149,27.06,6.06
3556,940,-0.84,1000,123,28.36,15.51
3558,1620,2.53,1595,71,47.36,14.28
3561,1517,0.13,1510,217,55.83,3.43
3563,9753,-1.47,9623,168,57.73,9.43
3565,1139,3.17,1192,129,38.91,7.91
3569,3135,0.8,3278,132,34.22,6.14
3591,4100,0.44,4231,182,33.05,3.22
3593,6660,0.0,6674,114,20.0,1.35
3608,1078,0.75,1080,194,45.37,5.0
3611,2233,0.36,2347,228,30.66,3.92
3612,1488,0.68,1537,153,33.14,4.75
3626,3386,1.47,3301,87,69.69,8.17
3627,252,1.61,255,67,50.0,31.37
3632,381,1.6,382,113,47.22,3.43
3633,1922,2.13,1942,125,44.59,4.71
3635,1723,1.56,1792,89,43.53,10.67
3636,4680,0.65,4725,99,41.72,9.79
3639,245,0.0,244,54,45.16,3.49
3649,887,1.72,884,85,41.28,9.29
3655,7505573888,278810222.73,375281252,0,100.0,279534953.79
3656,324,1.25,364,105,37.45,13.62
3657,305,1.67,305,95,41.03,4.81
3659,2984,2.24,3016,167,45.87,9.65
3660,432,1.89,443,95,38.28,4.95
3661,659,2.97,669,140,40.27,6.8
3665,396,3.66,402,109,42.21,6.4
3667,57,3.64,56,90,46.67,16.39
3668,432,2.37,439,166,38.53,7.6
3673,952,-0.52,885,72,67.04,9.92
3675,603,1.52,599,42,48.61,3.57
3678,1605,0.31,1657,120,33.65,4.6
3679,427,1.67,427,274,42.86,4.03
3681,123,0.82,124,142,44.12,44.25
3687,1243,-0.32,1404,65,30.29,7.94
3694,426,2.9,429,206,43.07,7.23
3696,1489,1.92,1532,162,39.19,7.06
3697,629,1.53,666,173,26.51,15.45
3762,1738,1.58,1769,63,35.64,5.94
3763,1497,3.03,1495,125,50.77,5.54
3765,2504,1.75,2550,72,44.15,5.33
3769,8171,3.14,7834,207,50.03,5.81
3774,2446,0.85,2328,121,75.84,4.94
3778,2622,0.69,2834,257,31.93,10.39
3788,1974,5.79,1948,139,44.82,6.95
3834,663,0.91,673,143,39.19,2.22
3835,417,1.96,413,121,46.84,5.73
3836,1326,0.68,1357,88,32.75,5.18
3844,1501,1.49,1498,105,43.14,3.32
3853,1572,2.34,1283,54,66.32,29.07
3861,871,1.17,910,96,32.81,4.51
3863,1273,2.17,1264,122,50.36,3.2
3864,820,1.11,838,153,39.18,8.48
3865,894,0.11,983,93,25.86,6.79
3880,1042,0.97,1104,179,35.29,10.84
3891,3720,-1.33,3997,91,37.42,15.04
3902,1681,0.12,1681,338,52.63,0.59
3903,331,0.91,329,133,53.15,8.09
3912,1165,-2.67,1191,353,43.0,12.68
3915,1572,1.88,1627,115,38.81,5.69
3916,955,0.21,988,102,35.09,6.47
3918,1062,1.24,1108,78,35.21,12.07
3923,754,2.6,791,128,20.5,9.52
3925,1475,1.51,1476,118,43.55,3.32
3926,348,0.0,352,186,53.62,20.45
3932,2881,1.55,3025,164,39.64,9.17
3937,975,2.74,963,286,47.57,5.39
3939,515,1.98,521,1014,38.19,14.11
3941,1290,-0.5,1363,78,37.72,4.12
3946,3460,0.0,3450,162,49.62,4.64
3950,1325,0.76,1321,151,47.64,3.48
3962,942,1.07,951,129,46.67,5.05
3963,456,0.66,486,161,38.95,7.27
3964,1199,-0.46,1221,133,46.51,10.5
3968,509,0.99,503,81,51.26,5.66
3969,1417,0.71,1407,153,55.13,1.97
3981,1274,-0.08,1276,594,47.97,4.97
3983,1908,1.17,1890,125,50.39,6.73
3984,1439,0.56,1517,87,36.78,5.02
3993,2787,-0.32,3051,127,21.58,13.91
3994,3582,0.51,3322,89,46.09,13.55
4004,10755,-2.32,11340,93,39.62,13.84
4005,523,3.21,499,95,53.92,10.7
4021,6181,0.23,6356,152,42.59,17.04
4023,4275,0.35,4499,102,33.62,5.3
4027,1646,0.92,1695,92,42.98,10.18
4028,2950,-0.27,3271,129,26.86,7.68
4041,3640,-0.27,3792,131,29.03,5.0
4042,2390,0.95,2445,200,40.1,5.99
4043,3827,0.5,3917,80,38.66,6.17
4044,4105,0.49,4109,142,46.63,9.51
4045,1731,0.52,1772,124,39.15,5.52
4046,1827,-0.38,2007,65,28.76,7.6
4047,1506,-0.26,1559,75,41.01,21.66
4061,3594,1.93,3401,63,51.54,8.63
4062,8269,-2.26,8190,102,54.48,11.62
4063,6140,-2.4,6252,143,47.64,8.29
4064,2700,0.48,2832,126,40.62,6.59
4071,2140,0.09,2191,82,34.51,9.76
4072,2909,1.75,2926,106,43.92,8.78
4082,2455,3.59,2471,77,50.99,26.71
4088,2173,1.09,2103,205,58.41,4.68
4091,5875,-1.57,5880,196,52.72,9.96
4092,2982,0.2,3193,125,35.12,6.35
4095,1482,-0.34,1502,211,41.25,3.53
4097,1130,1.25,1121,87,57.69,9.71
4098,1175,-3.92,1092,9,56.23,29.08
4099,4640,-1.38,4939,97,39.92,22.91
4109,5150,-0.58,5091,121,48.98,7.19
4112,2326,0.52,2327,150,51.69,8.85
4114,2370,0.21,2398,146,42.86,5.52
4116,1128,0.44,1157,159,40.0,5.54
4118,4808,0.1,4915,117,43.25,3.67
4151,2555,3.71,2410,166,78.23,10.97
4165,586,2.27,587,132,43.38,10.64
4167,359,0.28,286,389,76.81,28.78
4168,704,3.07,709,125,43.12,5.59
4169,276,9.09,255,421,55.63,20.16
4170,167,1.83,165,162,45.76,28.82
4182,3886,-1.02,4216,102,33.83,20.44
4183,1957,1.08,2029,119,35.93,6.54
4186,7984,-2.34,8447,120,40.44,14.82
4188,942,1.04,977,115,37.98,5.07
4189,2764,0.33,2871,116,35.29,8.53
4202,1284,-4.75,1424,251,24.67,4.53
4203,4999,-1.61,5369,124,34.44,5.42
4204,2659,0.68,2766,84,32.72,4.25
4205,1831,-0.87,1912,131,36.21,4.2
4206,3710,0.68,3749,70,39.56,6.16
4208,2529,0.44,2591,128,39.52,4.39
4212,2204,0.18,2338,138,32.81,5.77
4216,5780,-2.2,5807,136,44.78,19.69
4220,1726,0.47,1750,127,42.86,10.17
4221,4760,1.71,4806,126,44.44,5.37
4228,451,-0.44,475,111,39.03,14.69
4229,5290,1.34,5266,120,49.68,16.71
4231,1039,-0.38,1138,63,27.54,17.3
4238,1162,-0.68,1219,57,33.7,7.14
4246,862,0.0,875,196,46.07,5.61
4249,2459,1.07,2479,187,44.44,6.09
4251,1225,-1.45,1279,78,41.78,6.89
4259,603,0.17,647,114,39.39,11.17
4272,1810,-1.01,1846,228,40.11,3.64
4275,2673,0.91,2779,181,40.62,9.42
4284,447,1.82,453,166,45.8,7.53
4286,1068,2.01,1055,112,47.56,12.08
4290,687,0.29,682,153,48.96,2.86
4293,422,1.69,413,163,52.27,12.95
4301,2038,0.15,2023,164,50.0,6.42
4307,4257,0.85,4260,106,36.65,10.47
4308,378,0.8,384,28,39.76,12.33
4310,2890,-1.83,2965,221,36.44,4.66
4318,870,1.64,896,207,31.88,5.32
4324,2722,0.72,2790,133,33.61,7.18
4326,1718,1.3,1695,213,53.31,3.98
4331,718,1.41,713,264,46.24,3.94
4333,1144,-0.61,1139,572,59.76,6.37
4337,3350,0.75,3057,108,71.29,4.7
4343,2357,0.94,2445,75,35.99,3.32
4344,125,2.46,124,194,50.0,10.07
4345,940,1.08,923,250,56.69,4.11
4362,2533,-0.08,2573,192,45.63,4.5
4368,2910,-1.47,3011,168,43.55,9.68
4369,2741,-0.11,3043,137,30.74,7.91
4373,814,0.74,823,174,44.52,8.33
4382,840,3.96,838,171,47.83,10.34
4384,1895,0.37,1889,194,50.0,7.45
4385,3764,5.08,3508,219,63.5,13.06
4390,3075,0.49,3173,90,41.44,8.38
4392,322,0.62,322,71,46.02,14.33
4401,3819,-0.16,4131,84,22.9,5.35
4403,3242,1.5,3017,102,62.54,5.04
4404,2191,1.15,2259,34,40.92,4.69
4410,948,0.32,973,141,41.1,10.5
4414,1014,2.42,1155,92,22.55,8.63
4417,2376,1.11,2428,141,43.11,9.6
4418,815,1.88,848,81,36.04,20.22
4419,987,3.68,908,194,54.84,18.32
4420,547,1.3,545,151,45.38,8.61
4424,271,2.26,265,93,49.45,7.51
4425,2149,7.45,2045,288,52.8,21.0
4431,2219,2.31,2285,95,37.21,18.45
4434,1973,0.77,2030,85,35.73,12.06
4436,437,3.07,436,246,44.44,10.09
4441,1431,3.7,1386,197,53.48,7.53
4443,1141,1.97,1158,59,35.65,17.88
4448,282,4.06,285,130,44.74,10.75
4449,1130,4.82,1082,217,51.18,9.04
4452,6147,1.94,6243,134,42.04,3.02
4461,7880,-2.35,9586,101,21.9,16.36
4462,2443,-1.73,2510,157,45.07,7.18
4471,5150,-0.39,5349,169,41.4,4.75
4475,944,1.4,972,56,29.61,7.64
4477,289,2.12,299,116,36.73,8.28
4478,2203,3.52,2131,106,39.03,14.85
4480,1901,3.2,1860,104,45.36,12.18
4481,3225,2.22,3259,138,40.88,17.08
4483,3305,1.54,3599,106,23.2,10.59
4488,2267,1.43,2267,74,49.06,5.94
4490,508,3.25,527,81,32.77,11.56
4493,1747,1.63,1677,68,57.28,8.63
4502,5840,0.88,5728,162,56.84,4.53
4503,2609,2.94,2434,163,64.77,11.06
4506,2164,6.57,1958,136,65.38,20.24
4507,3515,1.68,3444,153,53.98,5.84
4516,5367,1.42,5175,129,61.78,6.35
4519,8540,1.05,9224,153,30.88,9.9
4521,4255,0.83,4253,154,47.46,2.77
4523,4961,0.79,4882,140,54.53,5.98
4527,2412,1.54,2357,203,65.98,5.76
4528,2549,2.23,2440,168,52.33,6.3
4530,6035,0.0,6039,125,45.45,19.23
4531,405,1.25,435,61,31.06,21.39
4534,3690,0.27,3661,116,50.0,5.31
4536,1787,1.68,1679,138,75.53,4.18
4538,2424,0.5,2434,254,39.08,4.03
4539,1726,0.94,1743,86,43.12,3.75
4540,3873,0.75,3903,183,44.77,6.35
4543,2131,1.79,2059,141,61.69,5.04
4544,3287,3.69,3178,119,48.7,4.95
4547,4765,1.38,4630,131,59.06,5.22
4548,757,1.61,743,88,53.68,4.89
4549,3070,3.02,2985,126,46.67,19.8
4552,601,2.21,616,85,45.22,7.98
4553,4210,0.6,4137,165,50.46,11.16
4559,2235,1.96,2175,204,53.1,5.24
4564,22,4.76,21,54,57.14,9.52
4565,905,4.02,898,187,50.0,10.83
4568,2930,1.93,2898,71,54.05,7.55
4569,1681,0.6,1654,186,54.25,2.62
4574,302,1.68,296,154,51.49,7.32
4577,1469,0.34,1472,119,45.87,3.62
4578,11400,2.8,10647,160,71.2,7.23
4587,1196,3.95,1339,110,24.8,8.48
4588,2338,2.36,2673,77,34.53,26.68
4592,1880,2.4,2019,90,36.43,12.18
4593,378,3.0,410,71,35.74,19.64
4595,1833,1.16,1844,127,42.73,2.85
4611,1299,0.7,1344,177,37.2,4.93
4612,993,0.52,1038,125,33.26,13.12
4613,2480,0.45,2540,175,35.77,4.86
4617,3545,-1.53,3839,122,36.79,5.54
4626,5119,-0.31,5143,102,44.81,6.45
4631,3766,-0.5,4013,117,31.03,4.77
4633,2269,-0.31,2400,110,31.65,4.73
4634,3810,-1.55,3956,110,37.45,5.7
4641,2600,0.23,2585,148,51.52,3.13
4651,208,-0.95,203,116,56.9,6.19
4658,1540,0.06,1587,106,40.83,4.78
4661,2713,0.71,2764,170,40.35,4.01
4665,4329,0.32,4273,210,56.23,2.1
4666,1987,-1.05,1973,62,48.44,11.65
4667,1828,0.44,1916,65,40.81,6.46
4668,716,0.42,708,406,55.38,2.45
4671,2699,1.12,2659,166,53.47,3.86
4674,1470,0.82,1479,199,46.95,4.11
4676,4170,1.93,3791,172,75.65,8.23
4680,852,0.2,920,127,20.77,5.94
4681,1895,0.42,1891,205,45.65,4.05
4684,3917,1.9,4015,144,28.65,5.98
4686,3490,-0.29,3574,95,34.51,7.88
4689,385,-0.1,392,127,42.95,8.62
4694,4160,0.0,4098,196,51.45,4.78
4704,5338,2.32,5340,110,39.19,7.85
4714,195,0.0,195,138,48.15,3.05
4716,8647,1.62,9241,86,28.61,8.0
4719,3420,0.44,3527,173,36.42,4.8
4722,1606,0.94,1652,103,30.62,4.48
4725,1824,0.5,1864,82,37.39,2.64
4732,1708,1.21,1757,189,29.82,5.69
4733,6261,0.95,6279,106,36.89,7.63
4743,1721,2.02,1679,223,56.84,2.57
4751,1381,0.77,1357,128,65.56,18.54
4755,745,0.09,775,92,30.61,4.95
4763,1448,3.28,1421,197,47.49,3.86
4765,600,0.33,598,230,49.33,4.28
4768,3014,1.93,3005,146,43.06,4.08
4776,2098,2.44,2157,115,30.16,9.28
4812,1987,1.85,1935,96,61.67,13.36
4813,589,4.43,597,91,43.35,10.03
4816,2630,-0.9,2543,68,57.64,5.84
4819,2037,0.0,2035,238,45.29,9.48
4820,672,0.6,674,130,42.27,2.96
4825,1932,0.52,2024,80,22.43,15.61
4826,513,1.18,512,126,50.89,8.42
4828,1250,2.29,1301,167,35.68,6.9
4829,126,0.0,127,237,41.67,14.4
4839,1327,1.3,1286,207,56.72,10.74
4845,353,0.28,356,329,40.0,2.83
4848,1670,0.54,1657,164,49.78,3.81
4849,1146,1.87,1168,153,42.01,5.63
4880,388,1.31,386,191,50.58,12.23
4886,2369,1.5,2290,162,53.55,14.77
4887,2325,2.04,2205,138,59.6,4.17
4901,3012,0.37,3018,162,50.92,4.9
4902,527,2.43,523,123,45.03,6.15
4911,3214,6.25,3059,310,59.58,17.34
4912,1652,1.66,1709,149,31.78,9.9
4914,1220,0.33,1246,177,41.89,3.85
4917,3085,0.0,3091,223,60.0,12.18
4919,2729,0.89,2702,106,49.35,4.85
4922,6014,1.19,5859,163,61.27,9.26
4927,1311,-0.34,1313,198,43.7,2.33
4928,4520,0.56,4582,84,41.67,1.97
4931,2086,0.87,2063,228,53.95,3.06
4932,856,-0.47,886,223,21.18,4.69
4933,1144,2.69,1082,144,61.59,6.3
4934,605,-1.31,690,79,22.75,6.25
4936,342,2.7,352,160,37.84,4.86
4951,1490,-0.4,1516,162,41.07,2.45
4956,1379,0.29,1378,103,48.54,5.99
4958,2842,1.03,2836,204,48.66,5.88
4967,5856,1.83,5677,106,65.05,3.79
4971,7000,-3.31,7006,89,44.12,11.89
4974,1148,0.0,1146,47,0.0,18.73
